Date,Series,Value
2021-03-19,Average Tone,1.6035
2021-03-20,Average Tone,0.3487
2021-03-21,Average Tone,0.7475
2021-03-22,Average Tone,1.2374
2021-03-23,Average Tone,1.654
2021-03-24,Average Tone,1.4709
2021-03-25,Average Tone,2.0936
2021-03-26,Average Tone,1.3545
2021-03-27,Average Tone,1.0288
2021-03-28,Average Tone,1.8626
2021-03-29,Average Tone,1.0425
2021-03-30,Average Tone,1.1639
2021-03-31,Average Tone,1.3386
2021-04-01,Average Tone,1.162
2021-04-02,Average Tone,1.1984
2021-04-03,Average Tone,0.5089
2021-04-04,Average Tone,0.174
2021-04-05,Average Tone,1.7282
2021-04-06,Average Tone,1.0845
2021-04-07,Average Tone,0.2447
2021-04-08,Average Tone,0.824
2021-04-09,Average Tone,1.5948
2021-04-10,Average Tone,1.2444
2021-04-11,Average Tone,1.5315
2021-04-12,Average Tone,1.0091
2021-04-13,Average Tone,1.6159
2021-04-14,Average Tone,0.5834
2021-04-15,Average Tone,0.8882
2021-04-16,Average Tone,0.3894
2021-04-17,Average Tone,0.7315
2021-04-18,Average Tone,0.1142
2021-04-19,Average Tone,1.2242
2021-04-20,Average Tone,1.4797
2021-04-21,Average Tone,1.2959
2021-04-22,Average Tone,0.7356
2021-04-23,Average Tone,-0.2203
2021-04-24,Average Tone,-0.9937
2021-04-25,Average Tone,0.0943
2021-04-26,Average Tone,0.5969
2021-04-27,Average Tone,0.8376
2021-04-28,Average Tone,1.3627
2021-04-29,Average Tone,0.8806
2021-04-30,Average Tone,0.9982
2021-05-01,Average Tone,0.8047
2021-05-02,Average Tone,-0.0245
2021-05-03,Average Tone,0.8749
2021-05-04,Average Tone,0.8821
2021-05-05,Average Tone,0.9105
2021-05-06,Average Tone,1.1117
2021-05-07,Average Tone,0.8541
2021-05-08,Average Tone,0.049
2021-05-09,Average Tone,0.4807
2021-05-10,Average Tone,0.5283
2021-05-11,Average Tone,0.8089
2021-05-12,Average Tone,0.8726
2021-05-13,Average Tone,-0.0454
2021-05-14,Average Tone,0.5685
2021-05-15,Average Tone,0.4226
2021-05-16,Average Tone,-0.0474
2021-05-17,Average Tone,-0.4592
2021-05-18,Average Tone,0.4795
2021-05-19,Average Tone,-1.6966
2021-05-20,Average Tone,-1.0132
2021-05-21,Average Tone,-0.5065
2021-05-22,Average Tone,-1.1215
2021-05-23,Average Tone,-1.4934
2021-05-24,Average Tone,-0.2984
2021-05-25,Average Tone,-0.1038
2021-05-26,Average Tone,0.1621
2021-05-27,Average Tone,0.4578
2021-05-28,Average Tone,0.0359
2021-05-29,Average Tone,0.0629
2021-05-30,Average Tone,-0.6229
2021-05-31,Average Tone,-0.0665
2021-06-01,Average Tone,1.5219
2021-06-02,Average Tone,1.1582
2021-06-03,Average Tone,0.8152
2021-06-04,Average Tone,0.4302
2021-06-05,Average Tone,0.0697
2021-06-06,Average Tone,0.2368
2021-06-07,Average Tone,0.8905
2021-06-08,Average Tone,-0.1557
2021-06-09,Average Tone,0.5567
2021-06-10,Average Tone,0.22
2021-06-11,Average Tone,0.6421
2021-06-12,Average Tone,0.6258
2021-06-13,Average Tone,0.8639
2021-06-14,Average Tone,0.6334
2021-06-15,Average Tone,1.006
2021-06-16,Average Tone,0.9169
2021-06-17,Average Tone,1.0808
2021-06-18,Average Tone,1.6496
2021-06-19,Average Tone,1.1907
2021-06-20,Average Tone,-0.1177
2021-06-21,Average Tone,-1.015
2021-06-22,Average Tone,-1.3246
2021-06-23,Average Tone,-0.5014
2021-06-24,Average Tone,0.5945
2021-06-25,Average Tone,-0.312
2021-06-26,Average Tone,0.1934
2021-06-27,Average Tone,-0.2912
2021-06-28,Average Tone,0.0916
2021-06-29,Average Tone,0.7155
2021-06-30,Average Tone,0.8526
2021-07-01,Average Tone,0.6682
2021-07-02,Average Tone,1.0571
2021-07-03,Average Tone,-0.065
2021-07-04,Average Tone,1.0928
2021-07-05,Average Tone,0.4147
2021-07-06,Average Tone,1.1559
2021-07-07,Average Tone,0.7291
2021-07-08,Average Tone,0.3872
2021-07-09,Average Tone,0.7748
2021-07-10,Average Tone,1.7178
2021-07-11,Average Tone,1.0404
2021-07-12,Average Tone,0.4513
2021-07-13,Average Tone,0.1978
2021-07-14,Average Tone,0.2224
2021-07-15,Average Tone,0.4195
2021-07-16,Average Tone,0.7456
2021-07-17,Average Tone,0.9896
2021-07-18,Average Tone,-0.0506
2021-07-19,Average Tone,1.023
2021-07-20,Average Tone,0.1453
2021-07-21,Average Tone,-0.0492
2021-07-22,Average Tone,1.0502
2021-07-23,Average Tone,1.1136
2021-07-24,Average Tone,0.4906
2021-07-25,Average Tone,1.1291
2021-07-26,Average Tone,1.1337
2021-07-27,Average Tone,0.6178
2021-07-28,Average Tone,0.6942
2021-07-29,Average Tone,0.7046
2021-07-30,Average Tone,1.238
2021-07-31,Average Tone,0.6831
2021-08-01,Average Tone,-0.1714
2021-08-02,Average Tone,1.0969
2021-08-03,Average Tone,0.6848
2021-08-04,Average Tone,1.0282
2021-08-05,Average Tone,0.8172
2021-08-06,Average Tone,0.6937
2021-08-07,Average Tone,0.0801
2021-08-08,Average Tone,0.4804
2021-08-09,Average Tone,0.6194
2021-08-10,Average Tone,-0.4788
2021-08-11,Average Tone,-1.5114
2021-08-12,Average Tone,-1.0089
2021-08-13,Average Tone,0.3261
2021-08-14,Average Tone,0.295
2021-08-15,Average Tone,0.2978
2021-08-16,Average Tone,1.3602
2021-08-17,Average Tone,0.4209
2021-08-18,Average Tone,0.8922
2021-08-19,Average Tone,0.6341
2021-08-20,Average Tone,0.2875
2021-08-21,Average Tone,-0.1165
2021-08-22,Average Tone,-0.0729
2021-08-23,Average Tone,0.5777
2021-08-24,Average Tone,0.7613
2021-08-25,Average Tone,1.0902
2021-08-26,Average Tone,0.4569
2021-08-27,Average Tone,0.118
2021-08-28,Average Tone,0.723
2021-08-29,Average Tone,1.2866
2021-08-30,Average Tone,1.4132
2021-08-31,Average Tone,1.5411
2021-09-01,Average Tone,1.1723
2021-09-02,Average Tone,1.0517
2021-09-03,Average Tone,0.9734
2021-09-04,Average Tone,0.8079
2021-09-05,Average Tone,0.2646
2021-09-06,Average Tone,0.4334
2021-09-07,Average Tone,-1.0159
2021-09-08,Average Tone,-1.1031
2021-09-09,Average Tone,0.8206
2021-09-10,Average Tone,0.5381
2021-09-11,Average Tone,0.5449
2021-09-12,Average Tone,0.699
2021-09-13,Average Tone,0.8443
2021-09-14,Average Tone,0.7048
2021-09-15,Average Tone,1.3872
2021-09-16,Average Tone,0.1351
2021-09-17,Average Tone,1.0868
2021-09-18,Average Tone,0.6704
2021-09-19,Average Tone,0.8055
2021-09-20,Average Tone,-0.247
2021-09-21,Average Tone,-0.1956
2021-09-22,Average Tone,0.2243
2021-09-23,Average Tone,1.1281
2021-09-24,Average Tone,-3.3939
2021-09-25,Average Tone,-1.0937
2021-09-26,Average Tone,0.4443
2021-09-27,Average Tone,0.4476
2021-09-28,Average Tone,0.4345
2021-09-29,Average Tone,0.9345
2021-09-30,Average Tone,1.2417
2021-10-01,Average Tone,0.3457
2021-10-02,Average Tone,0.3118
2021-10-03,Average Tone,0.8952
2021-10-04,Average Tone,-0.0834
2021-10-05,Average Tone,0.644
2021-10-06,Average Tone,0.8689
2021-10-07,Average Tone,0.808
2021-10-08,Average Tone,0.7788
2021-10-09,Average Tone,0.7624
2021-10-10,Average Tone,0.2365
2021-10-11,Average Tone,1.1424
2021-10-12,Average Tone,1.3281
2021-10-13,Average Tone,1.3037
2021-10-14,Average Tone,1.3479
2021-10-15,Average Tone,1.7039
2021-10-16,Average Tone,0.9701
2021-10-17,Average Tone,1.7586
2021-10-18,Average Tone,1.0125
2021-10-19,Average Tone,1.0003
2021-10-20,Average Tone,0.9825
2021-10-21,Average Tone,1.0333
2021-10-22,Average Tone,1.0319
2021-10-23,Average Tone,0.8889
2021-10-24,Average Tone,1.3265
2021-10-25,Average Tone,0.8426
2021-10-26,Average Tone,1.0561
2021-10-27,Average Tone,0.8046
2021-10-28,Average Tone,1.1855
2021-10-29,Average Tone,0.8626
2021-10-30,Average Tone,0.4532
2021-10-31,Average Tone,-0.0533
2021-11-01,Average Tone,0.9823
2021-11-02,Average Tone,1.0581
2021-11-03,Average Tone,0.8117
2021-11-04,Average Tone,-0.0315
2021-11-05,Average Tone,1.1196
2021-11-06,Average Tone,-0.0121
2021-11-07,Average Tone,-0.1023
2021-11-08,Average Tone,0.3571
2021-11-09,Average Tone,0.8661
2021-11-10,Average Tone,0.8443
2021-11-11,Average Tone,1.2061
2021-11-12,Average Tone,1.3714
2021-11-13,Average Tone,1.0292
2021-11-14,Average Tone,1.1987
2021-11-15,Average Tone,0.9343
2021-11-16,Average Tone,0.6157
2021-11-17,Average Tone,0.9514
2021-11-18,Average Tone,1.1457
2021-11-19,Average Tone,0.8037
2021-11-20,Average Tone,0.3326
2021-11-21,Average Tone,0.5881
2021-11-22,Average Tone,-0.2006
2021-11-23,Average Tone,-0.0671
2021-11-24,Average Tone,-0.4124
2021-11-25,Average Tone,-0.1517
2021-11-26,Average Tone,0.22
2021-11-27,Average Tone,0.7169
2021-11-28,Average Tone,0.6474
2021-11-29,Average Tone,0.8114
2021-11-30,Average Tone,0.938
2021-12-01,Average Tone,1.0501
2021-12-02,Average Tone,0.5864
2021-12-03,Average Tone,1.0337
2021-12-04,Average Tone,-0.6179
2021-12-05,Average Tone,-1.089
2021-12-06,Average Tone,-1.1018
2021-12-07,Average Tone,0.225
2021-12-08,Average Tone,0.4026
2021-12-09,Average Tone,0.5989
2021-12-10,Average Tone,0.3015
2021-12-11,Average Tone,0.3727
2021-12-12,Average Tone,0.4067
2021-12-13,Average Tone,0.3556
2021-12-14,Average Tone,1.0473
2021-12-15,Average Tone,1.3175
2021-12-16,Average Tone,1.2929
2021-12-17,Average Tone,0.6373
2021-12-18,Average Tone,0.9956
2021-12-19,Average Tone,0.3767
2021-12-20,Average Tone,0.7573
2021-12-21,Average Tone,0.7818
2021-12-22,Average Tone,0.7447
2021-12-23,Average Tone,1.3994
2021-12-24,Average Tone,1.3419
2021-12-25,Average Tone,0.736
2021-12-26,Average Tone,1.5312
2021-12-27,Average Tone,-0.3052
2021-12-28,Average Tone,0.0541
2021-12-29,Average Tone,0.6877
2021-12-30,Average Tone,0.6483
2021-12-31,Average Tone,0.0975
2022-01-01,Average Tone,-0.4313
2022-01-02,Average Tone,0.4251
2022-01-03,Average Tone,0.9384
2022-01-04,Average Tone,0.382
2022-01-05,Average Tone,0.4471
2022-01-06,Average Tone,-0.2589
2022-01-07,Average Tone,-0.5135
2022-01-08,Average Tone,-0.1909
2022-01-09,Average Tone,-0.4316
2022-01-10,Average Tone,0.1449
2022-01-11,Average Tone,0.2275
2022-01-12,Average Tone,-0.5431
2022-01-13,Average Tone,0.7101
2022-01-14,Average Tone,0.9167
2022-01-15,Average Tone,0.3372
2022-01-16,Average Tone,-0.0762
2022-01-17,Average Tone,1.1627
2022-01-18,Average Tone,-0.2109
2022-01-19,Average Tone,0.7724
2022-01-20,Average Tone,-0.0165
2022-01-21,Average Tone,-0.6915
2022-01-22,Average Tone,-1.6912
2022-01-23,Average Tone,-1.9877
2022-01-24,Average Tone,-1.2099
2022-01-25,Average Tone,0.0018
2022-01-26,Average Tone,0.4679
2022-01-27,Average Tone,0.7016
2022-01-28,Average Tone,-0.0561
2022-01-29,Average Tone,-0.842
2022-01-30,Average Tone,0.011
2022-01-31,Average Tone,0.2326
2022-02-01,Average Tone,0.4159
2022-02-02,Average Tone,0.0852
2022-02-03,Average Tone,-1.0472
2022-02-04,Average Tone,-0.0635
2022-02-05,Average Tone,0.0187
2022-02-06,Average Tone,0.2983
2022-02-07,Average Tone,0.361
2022-02-08,Average Tone,0.2276
2022-02-09,Average Tone,0.4553
2022-02-10,Average Tone,1.3585
2022-02-11,Average Tone,0.3149
2022-02-12,Average Tone,0.2493
2022-02-13,Average Tone,-0.101
2022-02-14,Average Tone,1.1888
2022-02-15,Average Tone,-0.0238
2022-02-16,Average Tone,1.0734
2022-02-17,Average Tone,0.2636
2022-02-18,Average Tone,0.853
2022-02-19,Average Tone,1.1607
2022-02-20,Average Tone,-0.4351
2022-02-21,Average Tone,0.4002
2022-02-22,Average Tone,0.0625
2022-02-23,Average Tone,1.006
2022-02-24,Average Tone,0.1331
2022-02-25,Average Tone,-0.0011
2022-02-26,Average Tone,-0.7194
2022-02-27,Average Tone,-0.2013
2022-02-28,Average Tone,-0.5657
2022-03-01,Average Tone,-0.0758
2022-03-02,Average Tone,0.3385
2022-03-03,Average Tone,-0.3305
2022-03-04,Average Tone,-0.5607
2022-03-05,Average Tone,-0.0697
2022-03-06,Average Tone,0.691
2022-03-07,Average Tone,0.4699
2022-03-08,Average Tone,0.2625
2022-03-09,Average Tone,0.818
2022-03-10,Average Tone,0.6239
2022-03-11,Average Tone,0.5445
2022-03-12,Average Tone,0.8012
2022-03-13,Average Tone,0.6622
2022-03-14,Average Tone,1.1752
2022-03-15,Average Tone,0.9502
2022-03-16,Average Tone,0.89
2022-03-17,Average Tone,0.9202
2022-03-18,Average Tone,0.9925
2022-03-19,Average Tone,0.1538
2022-03-20,Average Tone,0.6045
2022-03-21,Average Tone,0.6635
2022-03-22,Average Tone,0.7293
2022-03-23,Average Tone,0.8625
2022-03-24,Average Tone,0.9483
2022-03-25,Average Tone,0.9653
2022-03-26,Average Tone,0.8285
2022-03-27,Average Tone,0.7851
2022-03-28,Average Tone,0.6075
2022-03-29,Average Tone,0.4598
2022-03-30,Average Tone,-0.0537
2022-03-31,Average Tone,0.7672
2022-04-01,Average Tone,0.9079
2022-04-02,Average Tone,0.6027
2022-04-03,Average Tone,1.1393
2022-04-04,Average Tone,0.2324
2022-04-05,Average Tone,0.7818
2022-04-06,Average Tone,0.6064
2022-04-07,Average Tone,0.5931
2022-04-08,Average Tone,0.5956
2022-04-09,Average Tone,1.0735
2022-04-10,Average Tone,0.6891
2022-04-11,Average Tone,0.7221
2022-04-12,Average Tone,1.0821
2022-04-13,Average Tone,0.2686
2022-04-14,Average Tone,0.7693
2022-04-15,Average Tone,-1.4559
2022-04-16,Average Tone,0.2754
2022-04-17,Average Tone,-0.1691
2022-04-18,Average Tone,0.0507
2022-04-19,Average Tone,0.0598
2022-04-20,Average Tone,1.3392
2022-04-21,Average Tone,1.2256
2022-04-22,Average Tone,1.1389
2022-04-23,Average Tone,-0.6675
2022-04-24,Average Tone,0.2565
2022-04-25,Average Tone,1.0694
2022-04-26,Average Tone,1.1751
2022-04-27,Average Tone,1.3691
2022-04-28,Average Tone,1.5474
2022-04-29,Average Tone,1.364
2022-04-30,Average Tone,0.5352
2022-05-01,Average Tone,-0.4702
2022-05-02,Average Tone,1.1441
2022-05-03,Average Tone,0.6989
2022-05-04,Average Tone,0.9907
2022-05-05,Average Tone,0.4056
2022-05-06,Average Tone,0.4361
2022-05-07,Average Tone,-0.5364
2022-05-08,Average Tone,-0.1034
2022-05-09,Average Tone,-1.3954
2022-05-10,Average Tone,-1.7198
2022-05-11,Average Tone,-0.6094
2022-05-12,Average Tone,-1.3558
2022-05-13,Average Tone,-1.5161
2022-05-14,Average Tone,-1.2497
2022-05-15,Average Tone,-0.8197
2022-05-16,Average Tone,-0.1593
2022-05-17,Average Tone,0.1681
2022-05-18,Average Tone,1.3978
2022-05-19,Average Tone,0.002
2022-05-20,Average Tone,0.5644
2022-05-21,Average Tone,0.4111
2022-05-22,Average Tone,0.9626
2022-05-23,Average Tone,0.2167
2022-05-24,Average Tone,1.3225
2022-05-25,Average Tone,0.5711
2022-05-26,Average Tone,0.17
2022-05-27,Average Tone,-0.0833
2022-05-28,Average Tone,1.044
2022-05-29,Average Tone,0.1308
2022-05-30,Average Tone,0.7308
2022-05-31,Average Tone,0.4963
