Date,Series,Value
2021-02-21,Average Tone,0.138
2021-02-22,Average Tone,-0.1045
2021-02-23,Average Tone,-0.3911
2021-02-24,Average Tone,-0.3395
2021-02-25,Average Tone,0.2996
2021-02-26,Average Tone,-1.0454
2021-02-27,Average Tone,-0.1966
2021-02-28,Average Tone,-0.1521
2021-03-01,Average Tone,-0.1811
2021-03-02,Average Tone,0.2363
2021-03-03,Average Tone,0.3682
2021-03-04,Average Tone,0.7406
2021-03-05,Average Tone,0.5881
2021-03-06,Average Tone,0.1312
2021-03-07,Average Tone,0.9595
2021-03-08,Average Tone,0.145
2021-03-09,Average Tone,0.6137
2021-03-10,Average Tone,0.5945
2021-03-11,Average Tone,0.7045
2021-03-12,Average Tone,-0.2551
2021-03-13,Average Tone,0.6709
2021-03-14,Average Tone,0.5667
2021-03-15,Average Tone,-0.4499
2021-03-16,Average Tone,0.0367
2021-03-17,Average Tone,-0.7808
2021-03-18,Average Tone,0.3138
2021-03-19,Average Tone,0.1695
2021-03-20,Average Tone,0.0661
2021-03-21,Average Tone,-0.3754
2021-03-22,Average Tone,0.5726
2021-03-23,Average Tone,0.3672
2021-03-24,Average Tone,0.6601
2021-03-25,Average Tone,0.4247
2021-03-26,Average Tone,0.4041
2021-03-27,Average Tone,-0.3648
2021-03-28,Average Tone,0.4298
2021-03-29,Average Tone,1.1795
2021-03-30,Average Tone,0.8793
2021-03-31,Average Tone,0.708
2021-04-01,Average Tone,0.7231
2021-04-02,Average Tone,0.378
2021-04-03,Average Tone,0.5542
2021-04-04,Average Tone,-0.4456
2021-04-05,Average Tone,0.4135
2021-04-06,Average Tone,0.8838
2021-04-07,Average Tone,0.1962
2021-04-08,Average Tone,0.3569
2021-04-09,Average Tone,0.8352
2021-04-10,Average Tone,0.882
2021-04-11,Average Tone,0.6529
2021-04-12,Average Tone,0.5369
2021-04-13,Average Tone,0.5643
2021-04-14,Average Tone,0.3218
2021-04-15,Average Tone,0.7407
2021-04-16,Average Tone,-0.5566
2021-04-17,Average Tone,-0.0923
2021-04-18,Average Tone,-0.8928
2021-04-19,Average Tone,-0.1524
2021-04-20,Average Tone,0.8619
2021-04-21,Average Tone,0.5922
2021-04-22,Average Tone,-0.0387
2021-04-23,Average Tone,-1.4833
2021-04-24,Average Tone,-1.0441
2021-04-25,Average Tone,-1.1409
2021-04-26,Average Tone,-0.129
2021-04-27,Average Tone,0.5794
2021-04-28,Average Tone,0.3281
2021-04-29,Average Tone,0.2146
2021-04-30,Average Tone,0.0228
2021-05-01,Average Tone,-0.2528
2021-05-02,Average Tone,-1.0364
2021-05-03,Average Tone,0.4021
2021-05-04,Average Tone,0.7859
2021-05-05,Average Tone,0.7247
2021-05-06,Average Tone,0.7404
2021-05-07,Average Tone,0.208
2021-05-08,Average Tone,-0.2158
2021-05-09,Average Tone,0.2179
2021-05-10,Average Tone,0.6464
2021-05-11,Average Tone,0.4065
2021-05-12,Average Tone,0.8586
2021-05-13,Average Tone,-0.6696
2021-05-14,Average Tone,-0.2084
2021-05-15,Average Tone,-0.5898
2021-05-16,Average Tone,-0.7658
2021-05-17,Average Tone,-0.8547
2021-05-18,Average Tone,-0.3384
2021-05-19,Average Tone,-1.7669
2021-05-20,Average Tone,-1.4669
2021-05-21,Average Tone,-1.0359
2021-05-22,Average Tone,-1.1494
2021-05-23,Average Tone,-1.5724
2021-05-24,Average Tone,-1.5712
2021-05-25,Average Tone,-0.6624
2021-05-26,Average Tone,-1.3609
2021-05-27,Average Tone,-0.5758
2021-05-28,Average Tone,-0.8509
2021-05-29,Average Tone,-1.078
2021-05-30,Average Tone,-0.8743
2021-05-31,Average Tone,-1.1305
2021-06-01,Average Tone,0.6278
2021-06-02,Average Tone,0.4879
2021-06-03,Average Tone,0.2183
2021-06-04,Average Tone,-0.0113
2021-06-05,Average Tone,-0.4421
2021-06-06,Average Tone,-0.6738
2021-06-07,Average Tone,-0.8508
2021-06-08,Average Tone,-1.5109
2021-06-09,Average Tone,-0.2567
2021-06-10,Average Tone,-0.8917
2021-06-11,Average Tone,-0.5079
2021-06-12,Average Tone,-0.4286
2021-06-13,Average Tone,-0.3249
2021-06-14,Average Tone,-0.1319
2021-06-15,Average Tone,0.4448
2021-06-16,Average Tone,0.2431
2021-06-17,Average Tone,-0.0848
2021-06-18,Average Tone,-0.1019
2021-06-19,Average Tone,-0.4923
2021-06-20,Average Tone,-0.8389
2021-06-21,Average Tone,-1.6963
2021-06-22,Average Tone,-1.3968
2021-06-23,Average Tone,-0.8743
2021-06-24,Average Tone,-0.2618
2021-06-25,Average Tone,-0.6389
2021-06-26,Average Tone,-0.5334
2021-06-27,Average Tone,-0.9137
2021-06-28,Average Tone,-0.4623
2021-06-29,Average Tone,-0.1706
2021-06-30,Average Tone,0.4012
2021-07-01,Average Tone,0.0812
2021-07-02,Average Tone,0.4123
2021-07-03,Average Tone,-0.4899
2021-07-04,Average Tone,0.0971
2021-07-05,Average Tone,-0.6204
2021-07-06,Average Tone,-0.1208
2021-07-07,Average Tone,-0.3902
2021-07-08,Average Tone,-0.2631
2021-07-09,Average Tone,-0.438
2021-07-10,Average Tone,-0.8611
2021-07-11,Average Tone,-0.2072
2021-07-12,Average Tone,-0.2957
2021-07-13,Average Tone,-0.3075
2021-07-14,Average Tone,-0.2102
2021-07-15,Average Tone,-0.4576
2021-07-16,Average Tone,-0.2261
2021-07-17,Average Tone,0.4158
2021-07-18,Average Tone,-0.9314
2021-07-19,Average Tone,-0.1516
2021-07-20,Average Tone,-0.8643
2021-07-21,Average Tone,-0.2903
2021-07-22,Average Tone,0.5579
2021-07-23,Average Tone,-0.475
2021-07-24,Average Tone,-0.3809
2021-07-25,Average Tone,0.1441
2021-07-26,Average Tone,0.2694
2021-07-27,Average Tone,-0.2051
2021-07-28,Average Tone,0.0281
2021-07-29,Average Tone,0.9483
2021-07-30,Average Tone,0.5549
2021-07-31,Average Tone,-0.3175
2021-08-01,Average Tone,0.0767
2021-08-02,Average Tone,0.1859
2021-08-03,Average Tone,-0.2251
2021-08-04,Average Tone,-0.2466
2021-08-05,Average Tone,0.2313
2021-08-06,Average Tone,0.363
2021-08-07,Average Tone,-0.1083
2021-08-08,Average Tone,-0.0645
2021-08-09,Average Tone,0.4413
2021-08-10,Average Tone,-0.06
2021-08-11,Average Tone,-0.0893
2021-08-12,Average Tone,-0.7248
2021-08-13,Average Tone,0.5162
2021-08-14,Average Tone,0.0771
2021-08-15,Average Tone,0.7285
2021-08-16,Average Tone,0.4621
2021-08-17,Average Tone,0.4568
2021-08-18,Average Tone,0.1878
2021-08-19,Average Tone,0.1141
2021-08-20,Average Tone,0.0428
2021-08-21,Average Tone,0.2482
2021-08-22,Average Tone,-0.1796
2021-08-23,Average Tone,0.1008
2021-08-24,Average Tone,0.5488
2021-08-25,Average Tone,0.3791
2021-08-26,Average Tone,-0.3187
2021-08-27,Average Tone,-0.0145
2021-08-28,Average Tone,0.0146
2021-08-29,Average Tone,-0.2909
2021-08-30,Average Tone,0.2706
2021-08-31,Average Tone,0.6405
2021-09-01,Average Tone,0.3164
2021-09-02,Average Tone,0.6522
2021-09-03,Average Tone,0.4438
2021-09-04,Average Tone,0.5455
2021-09-05,Average Tone,0.0289
2021-09-06,Average Tone,0.0513
2021-09-07,Average Tone,-0.8105
2021-09-08,Average Tone,-1.3792
2021-09-09,Average Tone,-0.0348
2021-09-10,Average Tone,0.2772
2021-09-11,Average Tone,-0.8551
2021-09-12,Average Tone,0.0289
2021-09-13,Average Tone,-0.5847
2021-09-14,Average Tone,0.1515
2021-09-15,Average Tone,0.5557
2021-09-16,Average Tone,-0.4325
2021-09-17,Average Tone,0.3434
2021-09-18,Average Tone,0.1468
2021-09-19,Average Tone,0.3462
2021-09-20,Average Tone,-0.9731
2021-09-21,Average Tone,-0.9896
2021-09-22,Average Tone,-0.4091
2021-09-23,Average Tone,1.0892
2021-09-24,Average Tone,-2.9732
2021-09-25,Average Tone,-2.0341
2021-09-26,Average Tone,-0.9321
2021-09-27,Average Tone,-0.4968
2021-09-28,Average Tone,-0.5672
2021-09-29,Average Tone,-0.0197
2021-09-30,Average Tone,0.3017
2021-10-01,Average Tone,-0.3801
2021-10-02,Average Tone,-0.6133
2021-10-03,Average Tone,-0.0276
2021-10-04,Average Tone,-0.3816
2021-10-05,Average Tone,-0.0436
2021-10-06,Average Tone,0.2529
2021-10-07,Average Tone,0.4285
2021-10-08,Average Tone,0.5611
2021-10-09,Average Tone,0.238
2021-10-10,Average Tone,-0.3367
2021-10-11,Average Tone,0.3181
2021-10-12,Average Tone,0.4939
2021-10-13,Average Tone,0.1831
2021-10-14,Average Tone,-0.1054
2021-10-15,Average Tone,0.3696
2021-10-16,Average Tone,0.3254
2021-10-17,Average Tone,-0.2631
2021-10-18,Average Tone,0.3851
2021-10-19,Average Tone,0.9932
2021-10-20,Average Tone,0.7565
2021-10-21,Average Tone,0.5381
2021-10-22,Average Tone,0.1549
2021-10-23,Average Tone,0.4657
2021-10-24,Average Tone,0.6712
2021-10-25,Average Tone,0.5738
2021-10-26,Average Tone,0.7883
2021-10-27,Average Tone,0.4917
2021-10-28,Average Tone,0.2314
2021-10-29,Average Tone,0.3453
2021-10-30,Average Tone,0.2984
2021-10-31,Average Tone,-0.7329
2021-11-01,Average Tone,0.4272
2021-11-02,Average Tone,0.6383
2021-11-03,Average Tone,0.6393
2021-11-04,Average Tone,0.0647
2021-11-05,Average Tone,-0.1857
2021-11-06,Average Tone,-0.271
2021-11-07,Average Tone,-0.2691
2021-11-08,Average Tone,0.3146
2021-11-09,Average Tone,0.4277
2021-11-10,Average Tone,0.5019
2021-11-11,Average Tone,0.6301
2021-11-12,Average Tone,0.2096
2021-11-13,Average Tone,0.179
2021-11-14,Average Tone,0.3513
2021-11-15,Average Tone,0.8687
2021-11-16,Average Tone,-0.2927
2021-11-17,Average Tone,-0.072
2021-11-18,Average Tone,-0.187
2021-11-19,Average Tone,-0.507
2021-11-20,Average Tone,-0.4732
2021-11-21,Average Tone,-0.1921
2021-11-22,Average Tone,0.2508
2021-11-23,Average Tone,-0.1284
2021-11-24,Average Tone,-0.6719
2021-11-25,Average Tone,-0.2135
2021-11-26,Average Tone,-0.1758
2021-11-27,Average Tone,-0.2938
2021-11-28,Average Tone,-0.2565
2021-11-29,Average Tone,-0.0217
2021-11-30,Average Tone,0.2886
2021-12-01,Average Tone,0.2712
2021-12-02,Average Tone,0.0725
2021-12-03,Average Tone,0.4089
2021-12-04,Average Tone,-1.3278
2021-12-05,Average Tone,-1.1037
2021-12-06,Average Tone,-1.0749
2021-12-07,Average Tone,-0.2054
2021-12-08,Average Tone,0.1372
2021-12-09,Average Tone,0.2011
2021-12-10,Average Tone,-0.6003
2021-12-11,Average Tone,-0.1697
2021-12-12,Average Tone,-1.3352
2021-12-13,Average Tone,-0.2182
2021-12-14,Average Tone,-0.2331
2021-12-15,Average Tone,-0.6708
2021-12-16,Average Tone,0.1177
2021-12-17,Average Tone,-0.0684
2021-12-18,Average Tone,0.3024
2021-12-19,Average Tone,0.1532
2021-12-20,Average Tone,0.2734
2021-12-21,Average Tone,0.1943
2021-12-22,Average Tone,-0.1604
2021-12-23,Average Tone,-0.037
2021-12-24,Average Tone,0.3694
2021-12-25,Average Tone,0.4662
2021-12-26,Average Tone,0.8204
2021-12-27,Average Tone,-0.3543
2021-12-28,Average Tone,-0.7057
2021-12-29,Average Tone,-0.0834
2021-12-30,Average Tone,-0.3576
2021-12-31,Average Tone,-0.5749
2022-01-01,Average Tone,-0.7454
2022-01-02,Average Tone,0.0506
2022-01-03,Average Tone,0.019
2022-01-04,Average Tone,0.0471
2022-01-05,Average Tone,0.1344
2022-01-06,Average Tone,-1.2725
2022-01-07,Average Tone,-1.6966
2022-01-08,Average Tone,-1.0598
2022-01-09,Average Tone,-1.424
2022-01-10,Average Tone,-0.526
2022-01-11,Average Tone,-0.4673
2022-01-12,Average Tone,-0.8112
2022-01-13,Average Tone,0.0629
2022-01-14,Average Tone,0.1244
2022-01-15,Average Tone,-0.5344
2022-01-16,Average Tone,-0.243
2022-01-17,Average Tone,0.2584
2022-01-18,Average Tone,-0.8053
2022-01-19,Average Tone,-0.128
2022-01-20,Average Tone,-0.3902
2022-01-21,Average Tone,-1.285
2022-01-22,Average Tone,-2.1768
2022-01-23,Average Tone,-1.9464
2022-01-24,Average Tone,-2.0602
2022-01-25,Average Tone,-1.0169
2022-01-26,Average Tone,-0.58
2022-01-27,Average Tone,-0.1203
2022-01-28,Average Tone,-0.4449
2022-01-29,Average Tone,-0.4367
2022-01-30,Average Tone,0.0388
2022-01-31,Average Tone,-0.246
2022-02-01,Average Tone,-0.24
2022-02-02,Average Tone,-0.7005
2022-02-03,Average Tone,-0.4659
2022-02-04,Average Tone,-0.0308
2022-02-05,Average Tone,-0.4592
2022-02-06,Average Tone,0.1801
2022-02-07,Average Tone,-0.0722
2022-02-08,Average Tone,-1.946
2022-02-09,Average Tone,-0.7909
2022-02-10,Average Tone,-0.6237
2022-02-11,Average Tone,-0.2503
2022-02-12,Average Tone,-0.9537
2022-02-13,Average Tone,-0.7396
2022-02-14,Average Tone,-0.0643
2022-02-15,Average Tone,-0.4704
2022-02-16,Average Tone,-0.7707
2022-02-17,Average Tone,-1.2592
2022-02-18,Average Tone,-1.1327
2022-02-19,Average Tone,-0.0546
2022-02-20,Average Tone,-0.6432
2022-02-21,Average Tone,-0.5662
2022-02-22,Average Tone,-0.8851
2022-02-23,Average Tone,-0.4219
2022-02-24,Average Tone,-0.8789
2022-02-25,Average Tone,-0.4028
2022-02-26,Average Tone,-1.1215
2022-02-27,Average Tone,-0.9732
2022-02-28,Average Tone,-0.9492
2022-03-01,Average Tone,-0.9514
2022-03-02,Average Tone,-0.8599
2022-03-03,Average Tone,-1.3411
2022-03-04,Average Tone,-1.2414
2022-03-05,Average Tone,-1.2024
2022-03-06,Average Tone,-0.1985
2022-03-07,Average Tone,-0.4934
2022-03-08,Average Tone,-0.6598
2022-03-09,Average Tone,-0.6795
2022-03-10,Average Tone,-0.4728
2022-03-11,Average Tone,-0.1205
2022-03-12,Average Tone,-0.4542
2022-03-13,Average Tone,0.4284
2022-03-14,Average Tone,-0.1015
2022-03-15,Average Tone,0.2492
2022-03-16,Average Tone,0.0908
2022-03-17,Average Tone,-0.1239
2022-03-18,Average Tone,-0.4699
2022-03-19,Average Tone,-0.0915
2022-03-20,Average Tone,0.1443
2022-03-21,Average Tone,0.2636
2022-03-22,Average Tone,0.0344
2022-03-23,Average Tone,0.026
2022-03-24,Average Tone,0.31
2022-03-25,Average Tone,0.3558
2022-03-26,Average Tone,0.3153
2022-03-27,Average Tone,-0.098
2022-03-28,Average Tone,-0.0616
2022-03-29,Average Tone,0.0746
2022-03-30,Average Tone,0.157
2022-03-31,Average Tone,0.2236
2022-04-01,Average Tone,0.2536
2022-04-02,Average Tone,0.2879
2022-04-03,Average Tone,1.1256
2022-04-04,Average Tone,0.0178
2022-04-05,Average Tone,-0.0055
2022-04-06,Average Tone,0.1786
2022-04-07,Average Tone,0.5158
2022-04-08,Average Tone,-0.0581
2022-04-09,Average Tone,0.5226
2022-04-10,Average Tone,0.513
2022-04-11,Average Tone,0.1771
2022-04-12,Average Tone,-0.0479
2022-04-13,Average Tone,0.4005
2022-04-14,Average Tone,0.2763
2022-04-15,Average Tone,-0.375
2022-04-16,Average Tone,0.1032
2022-04-17,Average Tone,0.3077
2022-04-18,Average Tone,-0.2634
2022-04-19,Average Tone,-1.4439
2022-04-20,Average Tone,0.4835
2022-04-21,Average Tone,-0.0995
2022-04-22,Average Tone,0.3274
2022-04-23,Average Tone,0.3326
2022-04-24,Average Tone,-0.1326
2022-04-25,Average Tone,-0.0329
2022-04-26,Average Tone,0.4757
2022-04-27,Average Tone,0.5925
2022-04-28,Average Tone,0.5476
2022-04-29,Average Tone,0.5382
2022-04-30,Average Tone,0.0343
2022-05-01,Average Tone,0.0239
2022-05-02,Average Tone,0.5279
2022-05-03,Average Tone,0.3019
2022-05-04,Average Tone,0.2322
2022-05-05,Average Tone,-0.0208
2022-05-06,Average Tone,-0.6921
2022-05-07,Average Tone,-0.6929
2022-05-08,Average Tone,-0.4723
2022-05-09,Average Tone,-2.1237
2022-05-10,Average Tone,-2.4607
2022-05-11,Average Tone,-1.3493
2022-05-12,Average Tone,-1.8454
2022-05-13,Average Tone,-1.942
2022-05-14,Average Tone,-1.3452
2022-05-15,Average Tone,-1.3766
2022-05-16,Average Tone,-0.8995
2022-05-17,Average Tone,-0.9532
2022-05-18,Average Tone,0.3882
2022-05-19,Average Tone,-0.2245
2022-05-20,Average Tone,-0.2372
2022-05-21,Average Tone,-0.6436
2022-05-22,Average Tone,-0.7243
2022-05-23,Average Tone,-0.2076
2022-05-24,Average Tone,-0.2079
2022-05-25,Average Tone,-0.3491
2022-05-26,Average Tone,-0.2054
2022-05-27,Average Tone,-0.3281
2022-05-28,Average Tone,-0.5094
2022-05-29,Average Tone,-0.26
2022-05-30,Average Tone,-0.4313
2022-05-31,Average Tone,-0.3975
